ByteRange0,ByteRange1,ByteRange2,ByteRange3,ByteRange4,ByteRange5,ByteRange6,ByteRange7,ByteRange8,ByteRange9,ByteRange10,ByteRange11,AggregateByteValue,Label
105,110,118,97,108,105,100,0,0,0,0,0,0.017411148948725277,1648
115,112,101,99,105,102,105,101,100,0,0,0,0.017405123853263038,1648
99,114,101,100,105,116,0,0,0,0,0,0,0.017400432620425316,1648
99,97,114,100,0,0,0,0,0,0,0,0,0.017397158417234382,1648
101,120,112,105,114,97,116,105,111,110,0,0,0.017390396390921686,1648
100,97,116,101,0,0,0,0,0,0,0,0,0.017387091027420677,1648
105,110,118,97,108,105,100,0,0,0,0,0,0.017381847079174874,1648
112,108,101,97,115,101,0,0,0,0,0,0,0.01737718034062219,1648
99,111,114,114,101,99,116,0,0,0,0,0,0.01737184561143642,1648
105,110,102,111,114,109,97,116,105,111,110,0,0.017364894975854597,1648
116,114,121,0,0,0,0,0,0,0,0,0,0.01736196306407052,1648
115,112,101,99,105,102,105,101,100,0,0,0,0.01735598388326255,1648
99,114,101,100,105,116,0,0,0,0,0,0,0.0173513259263101,1648
99,97,114,100,0,0,0,0,0,0,0,0,0.01734807409845054,1648
110,117,109,98,101,114,0,0,0,0,0,0,0.01734329660403697,1648
105,110,118,97,108,105,100,0,0,0,0,0,0.017338086313950153,1648
112,108,101,97,115,101,0,0,0,0,0,0,0.017333448896770905,1648
99,104,101,99,107,0,0,0,0,0,0,0,0.017329582947296855,1648
110,117,109,98,101,114,0,0,0,0,0,0,0.017324817813806685,1648
112,114,111,118,105,100,101,100,0,0,0,0,0.01731904049773373,1648
116,114,121,0,0,0,0,0,0,0,0,0,0.017316126414914576,1648
114,101,113,117,101,115,116,0,0,0,0,0,0.017310635094968548,1648
99,97,110,0,0,0,0,0,0,0,0,0,0.0173081229352472,1648
112,114,111,99,101,115,115,101,100,0,0,0,0.017301944594683795,1648
112,108,101,97,115,101,0,0,0,0,0,0,0.017297330892316477,1648
118,101,114,105,102,121,0,0,0,0,0,0,0.017292481427542875,1648
98,105,108,108,105,110,103,0,0,0,0,0,0.017287362350043783,1648
97,100,100,114,101,115,115,0,0,0,0,0,0.017282202974559326,1648
99,111,114,114,101,99,116,0,0,0,0,0,0.017276941614052795,1648
116,114,121,0,0,0,0,0,0,0,0,0,0.017274043902259666,1648
114,101,115,101,114,118,97,116,105,111,110,0,0.017267096056385472,1648
99,97,110,0,0,0,0,0,0,0,0,0,0.01726459884184937,1648
112,114,111,99,101,115,115,101,100,0,0,0,0.017258462015541834,1648
118,101,114,105,102,121,0,0,0,0,0,0,0.017253639795952187,1648
110,117,109,98,101,114,0,0,0,0,0,0,0.017248926325489793,1648
99,114,101,100,105,116,0,0,0,0,0,0,0.017244338982843582,1648
99,97,114,100,0,0,0,0,0,0,0,0,0.01724113461086837,1648
101,120,112,105,114,97,116,105,111,110,0,0,0.017234536095596435,1648
100,97,116,101,0,0,0,0,0,0,0,0,0.017231301132499603,1648
99,111,114,114,101,99,116,0,0,0,0,0,0.017226079222168286,1648
116,114,121,0,0,0,0,0,0,0,0,0,0.01722320156246741,1648
114,101,115,101,114,118,97,116,105,111,110,0,0.017216311074119476,1648
99,97,110,0,0,0,0,0,0,0,0,0,0.017213831205769664,1648
112,114,111,99,101,115,115,101,100,0,0,0,0.017207742551769867,1648
118,101,114,105,102,121,0,0,0,0,0,0,0.017202955586957384,1648
110,117,109,98,101,114,0,0,0,0,0,0,0.017198276628101524,1648
99,114,101,100,105,116,0,0,0,0,0,0,0.017193722938229367,1648
99,97,114,100,0,0,0,0,0,0,0,0,0.017190541198920037,1648
99,111,114,114,101,99,116,0,0,0,0,0,0.017185350604760365,1648
116,114,121,0,0,0,0,0,0,0,0,0,0.017182488860259342,1648
115,111,114,114,121,0,0,0,0,0,0,0,0.017178138247165485,1648
117,110,97,98,108,101,0,0,0,0,0,0,0.017173632151244633,1648
112,114,111,99,101,115,115,0,0,0,0,0,0.017168341003223685,1648
114,101,113,117,101,115,116,0,0,0,0,0,0.01716296703380194,1648
99,97,114,100,0,0,0,0,0,0,0,0,0.01715979855218881,1648
110,117,109,98,101,114,0,0,0,0,0,0,0.017155147887416636,1648
101,110,116,101,114,101,100,0,0,0,0,0,0.017150079171214774,1648
109,97,121,0,0,0,0,0,0,0,0,0,0.017147439011062405,1648
99,111,114,114,101,99,116,0,0,0,0,0,0.017142280563510217,1648
112,108,101,97,115,101,0,0,0,0,0,0,0.017137771436314474,1648
118,101,114,105,102,121,0,0,0,0,0,0,0.017133031383294084,1648
99,97,114,100,0,0,0,0,0,0,0,0,0.01712987579356637,1648
110,117,109,98,101,114,0,0,0,0,0,0,0.017125244754820836,1648
99,111,114,114,101,99,116,0,0,0,0,0,0.017120102853830206,1648
116,114,121,0,0,0,0,0,0,0,0,0,0.01711726580892915,1648
101,114,114,111,114,115,114,101,115,105,110,102,0.017120198743588916,1648
109,115,116,101,114,114,116,114,97,118,99,99,0.01711730220628648,1648
115,111,114,114,121,0,0,0,0,0,0,0,0.01711300399558629,1648
115,121,115,116,101,109,0,0,0,0,0,0,0.01710815745528439,1648
99,97,110,0,0,0,0,0,0,0,0,0,0.017105720806306093,1648
97,117,116,104,101,110,116,105,99,97,116,101,0.0170990372944733,1648
105,110,102,111,114,109,97,116,105,111,110,0,0.017092408188277133,1648
112,114,111,118,105,100,101,100,0,0,0,0,0.01708684698326502,1648
105,110,102,111,114,109,97,116,105,111,110,0,0.017080231978187067,1648
109,105,115,109,97,116,99,104,0,0,0,0,0.01707474169926773,1648
111,99,99,117,114,114,101,100,0,0,0,0,0.017069247564115098,1648
112,108,101,97,115,101,0,0,0,0,0,0,0.01706480113908311,1648
118,101,114,105,102,121,0,0,0,0,0,0,0.017060126756682285,1648
99,114,101,100,105,116,0,0,0,0,0,0,0.017055677569449836,1648
99,97,114,100,0,0,0,0,0,0,0,0,0.01705256648113791,1648
98,105,108,108,105,110,103,0,0,0,0,0,0.01704764202605755,1648
105,110,102,111,114,109,97,116,105,111,110,0,0.01704107013680374,1648
99,111,114,114,101,99,116,0,0,0,0,0,0.017036009833593043,1648
116,114,121,0,0,0,0,0,0,0,0,0,0.017033215051596804,1648
115,111,114,114,121,0,0,0,0,0,0,0,0.017028969280246647,1648
115,121,115,116,101,109,0,0,0,0,0,0,0.01702418303494915,1648
99,97,110,0,0,0,0,0,0,0,0,0,0.017021775243119826,1648
97,117,116,104,101,110,116,105,99,97,116,101,0.01701518924899544,1648
105,110,102,111,114,109,97,116,105,111,110,0,0.01700865345943772,1648
112,114,111,118,105,100,101,100,0,0,0,0,0.01700316472269398,1648
105,110,102,111,114,109,97,116,105,111,110,0,0.016996642748011697,1648
109,105,115,109,97,116,99,104,0,0,0,0,0.016991224035966854,1648
111,99,99,117,114,114,101,100,0,0,0,0,0.01698580147364248,1648
112,108,101,97,115,101,0,0,0,0,0,0,0.01698141052195526,1648
118,101,114,105,102,121,0,0,0,0,0,0,0.01697679419085774,1648
99,114,101,100,105,116,0,0,0,0,0,0,0.01697240046493484,1648
99,97,114,100,0,0,0,0,0,0,0,0,0.016969326728200923,1648
98,105,108,108,105,110,103,0,0,0,0,0,0.016964465005810857,1648
105,110,102,111,114,109,97,116,105,111,110,0,0.016957985289856623,1648
99,111,114,114,101,99,116,0,0,0,0,0,0.01695298919186123,1648
116,114,121,0,0,0,0,0,0,0,0,0,0.01695022715238433,1648
115,111,114,114,121,0,0,0,0,0,0,0,0.016946032821173913,1648
115,121,115,116,101,109,0,0,0,0,0,0,0.01694130571405027,1648
99,97,110,0,0,0,0,0,0,0,0,0,0.016938926235789756,1648
97,117,116,104,101,110,116,105,99,97,116,101,0.016932435790663104,1648
105,110,102,111,114,109,97,116,105,111,110,0,0.016925991454546447,1648
112,114,111,118,105,100,101,100,0,0,0,0,0.016920573774797158,1648
105,110,102,111,114,109,97,116,105,111,110,0,0.01691414297486609,1648
109,105,115,109,97,116,99,104,0,0,0,0,0.016908794436760625,1648
111,99,99,117,114,114,101,100,0,0,0,0,0.01690344205489138,1648
112,108,101,97,115,101,0,0,0,0,0,0,0.016899105513583996,1648
118,101,114,105,102,121,0,0,0,0,0,0,0.016894546123461383,1648
99,114,101,100,105,116,0,0,0,0,0,0,0.016890206796865693,1648
99,97,114,100,0,0,0,0,0,0,0,0,0.0168871697063183,1648
98,105,108,108,105,110,103,0,0,0,0,0,0.01688236950668215,1648
105,110,102,111,114,109,97,116,105,111,110,0,0.016875980130749937,1648
99,111,114,114,101,99,116,0,0,0,0,0,0.01687104700211353,1648
116,114,121,0,0,0,0,0,0,0,0,0,0.016868317093091254,1648
101,114,114,111,114,115,114,101,115,105,110,102,0.016861531482221137,1648
109,115,116,101,114,114,116,114,97,118,99,99,0.016855570870233882,1648
115,111,114,114,121,0,0,0,0,0,0,0,0.01685143808594683,1648
117,110,97,98,108,101,0,0,0,0,0,0,0.016847163171544874,1648
112,114,111,99,101,115,115,0,0,0,0,0,0.016842147482823394,1648
114,101,113,117,101,115,116,0,0,0,0,0,0.016837052750059527,1648
112,108,101,97,115,101,0,0,0,0,0,0,0.016832762037779274,1648
118,101,114,105,102,121,0,0,0,0,0,0,0.016828250619084772,1648
98,105,108,108,105,110,103,0,0,0,0,0,0.016823497091588903,1648
97,100,100,114,101,115,115,0,0,0,0,0,0.016818705693357507,1648
99,111,114,114,101,99,116,0,0,0,0,0,0.016813818701124205,1648
116,114,121,0,0,0,0,0,0,0,0,0,0.016811112447738547,1648
115,111,114,114,121,0,0,0,0,0,0,0,0.01680700565970126,1648
117,110,97,98,108,101,0,0,0,0,0,0,0.016802758409512814,1648
112,114,111,99,101,115,115,0,0,0,0,0,0.016797775737169677,1648
114,101,113,117,101,115,116,0,0,0,0,0,0.016792714470293738,1648
112,108,101,97,115,101,0,0,0,0,0,0,0.016788451480108765,1648
118,101,114,105,102,121,0,0,0,0,0,0,0.016783969069133816,1648
99,114,101,100,105,116,0,0,0,0,0,0,0.016779703279503656,1648
99,97,114,100,0,0,0,0,0,0,0,0,0.01677671576730461,1648
110,117,109,98,101,114,0,0,0,0,0,0,0.016772339444195823,1648
101,120,112,105,114,97,116,105,111,110,0,0,0.016766247525648835,1648
100,97,116,101,0,0,0,0,0,0,0,0,0.01676323304853174,1648
99,111,114,114,101,99,116,0,0,0,0,0,0.016758386468378433,1648
116,114,121,0,0,0,0,0,0,0,0,0,0.016755700778098997,1648
115,111,114,114,121,0,0,0,0,0,0,0,0.01675162632805996,1648
117,110,97,98,108,101,0,0,0,0,0,0,0.016747413485551196,1648
112,114,111,99,101,115,115,0,0,0,0,0,0.016742471874103854,1648
114,101,113,117,101,115,116,0,0,0,0,0,0.016737452227681915,1648
99,97,114,100,0,0,0,0,0,0,0,0,0.01673448253638416,1648
110,117,109,98,101,114,0,0,0,0,0,0,0.016730133302876378,1648
101,110,116,101,114,101,100,0,0,0,0,0,0.016725400285723207,1648
109,97,121,0,0,0,0,0,0,0,0,0,0.016722922458720414,1648
99,111,114,114,101,99,116,0,0,0,0,0,0.016718104843566596,1648
112,108,101,97,115,101,0,0,0,0,0,0,0.016713888256483483,1648
118,101,114,105,102,121,0,0,0,0,0,0,0.016709454401553282,1648
99,97,114,100,0,0,0,0,0,0,0,0,0.016706496349013458,1648
110,117,109,98,101,114,0,0,0,0,0,0,0.016702164813823476,1648
99,111,114,114,101,99,116,0,0,0,0,0,0.01669736211031175,1648
116,114,121,0,0,0,0,0,0,0,0,0,0.016694698735587193,1648
115,111,114,114,121,0,0,0,0,0,0,0,0.016690659386922647,1648
117,110,97,98,108,101,0,0,0,0,0,0,0.016686483898559906,1648
112,114,111,99,101,115,115,0,0,0,0,0,0.016681586868795444,1648
114,101,113,117,101,115,116,0,0,0,0,0,0.016676612411550613,1648
101,120,112,105,114,97,116,105,111,110,0,0,0.016670614023792017,1648
100,97,116,101,0,0,0,0,0,0,0,0,0.01666763994712221,1648
101,110,116,101,114,101,100,0,0,0,0,0,0.016662951404369148,1648
109,97,121,0,0,0,0,0,0,0,0,0,0.01666049496916822,1648
99,111,114,114,101,99,116,0,0,0,0,0,0.016655722506316275,1648
112,108,101,97,115,101,0,0,0,0,0,0,0.016651544626839525,1648
118,101,114,105,102,121,0,0,0,0,0,0,0.016647151277013755,1648
101,120,112,105,114,97,116,105,111,110,0,0,0.016641181920747275,1648
100,97,116,101,0,0,0,0,0,0,0,0,0.016638220416829257,1648
99,111,114,114,101,99,116,0,0,0,0,0,0.016633464311102002,1648
116,114,121,0,0,0,0,0,0,0,0,0,0.016630824685328918,1648
117,105,110,118,97,108,105,100,0,0,0,0,0.01662566104255855,1648
99,97,114,100,0,0,0,0,0,0,0,0,0.016622738254903575,1648
110,117,109,98,101,114,117,0,0,0,0,0,0.016617896748263392,1648
110,111,116,112,114,111,99,101,115,115,101,100,0.016611557216040816,1648
98,117,115,105,110,101,115,115,108,111,103,105,0.016605201171885384,1648
101,114,114,115,119,115,104,111,115,116,101,114,0.016601807803241494,1648
117,105,110,118,108,100,117,0,0,0,0,0,0.016596916544020075,1648
99,114,101,100,105,116,0,0,0,0,0,0,0.01659277322315405,1648
99,97,114,100,0,0,0,0,0,0,0,0,0.01658986830777541,1648
116,121,112,101,0,0,0,0,0,0,0,0,0.016586644614231056,1648
97,99,99,101,112,116,101,100,0,0,0,0,0.016581803371138546,1648
112,114,111,112,0,0,0,0,0,0,0,0,0.016578591396445217,1648
110,111,116,112,114,111,99,101,115,115,101,100,0.01657230411515182,1648
98,117,115,105,110,101,115,115,108,111,103,105,0.016566002158024784,1648
101,114,114,115,119,115,104,111,115,116,101,114,0.01656267573072742,1648
117,110,114,117,0,0,0,0,0,0,0,0,0.016559405417249706,1648
114,109,115,0,0,0,0,0,0,0,0,0,0.01655690369050742,1648
110,111,116,112,114,111,99,101,115,115,101,100,0.016550648941589738,1648
98,117,115,105,110,101,115,115,108,111,103,105,0.016544380526663537,1648
101,114,114,115,119,115,104,111,115,116,101,114,0.016541092821652302,1648
99,111,109,111,114,98,105,116,122,116,98,115,0.016681282817752184,1648
99,111,109,111,114,98,105,116,122,116,98,115,0.01679182575915275,1648
99,111,109,111,114,98,105,116,122,116,98,115,0.017010834281780223,1648
99,111,109,111,114,98,105,116,122,116,98,115,0.01714719025841364,1648
99,111,109,111,114,98,105,116,122,116,98,115,0.01725447561335954,1648
99,111,109,111,114,98,105,116,122,116,98,115,0.01745289610375669,1648
99,111,109,111,114,98,105,116,122,116,98,115,0.017585651719030107,1648
99,111,109,111,114,98,105,116,122,116,98,115,0.017689883322529864,1648
99,111,109,111,114,98,105,116,122,116,98,115,0.017898830659112783,1648
99,111,109,111,114,98,105,116,122,116,98,115,0.017904145793754708,1648
98,97,100,0,0,0,0,0,0,0,0,0,0.017901896481641227,1648
97,117,116,104,0,0,0,0,0,0,0,0,0.017898683246306772,1648
99,97,117,115,105,110,103,0,0,0,0,0,0.017893801494891413,1648
99,114,101,100,105,116,97,117,116,104,114,101,0.017888503952622696,1648
97,99,99,111,117,110,116,0,0,0,0,0,0.017883608299650876,1648
110,117,109,98,101,114,0,0,0,0,0,0,0.01787917837441079,1648
101,114,114,111,114,97,100,100,114,101,115,115,0.01788513691121127,1648
101,114,114,111,114,99,114,101,100,105,116,99,0.017880358684251096,1648
116,110,111,119,101,114,114,111,114,97,116,116,0.01787311764646724,1648
99,99,116,114,97,110,115,97,99,116,105,111,0.017866422362256794,1648
99,99,116,114,97,110,115,97,99,116,105,111,0.017859739688513208,1648
116,114,97,110,115,97,99,116,105,111,110,115,0.01785314568970429,1648
116,114,97,110,115,97,99,116,105,111,110,0,0.01784672435668192,1648
114,101,102,117,115,101,100,0,0,0,0,0,0.01784187192454738,1648
116,114,97,110,115,97,99,116,105,111,110,115,0.01783530815174467,1648
116,110,111,119,101,114,114,111,114,97,116,116,0.017828136075156594,1648
101,114,114,111,114,99,114,101,100,105,116,99,0.017861795664062093,1648
97,112,112,108,105,99,97,116,105,111,110,0,0.017855547633218033,1648
101,114,114,111,114,109,101,115,115,97,103,101,0.01791600933631288,1648
99,97,114,100,0,0,0,0,0,0,0,0,0.01791304288893156,1648
116,114,97,110,115,97,99,116,105,111,110,0,0.017906645623209216,1648
114,101,101,110,116,101,114,117,115,117,97,108,0.017899539937861152,1648
105,110,118,97,108,105,100,0,0,0,0,0,0.017894771981298734,1648
97,100,100,114,101,115,115,0,0,0,0,0,0.017890015287554847,1648
99,99,0,0,0,0,0,0,0,0,0,0,0.017888476647752075,1648
99,108,101,97,114,105,110,103,0,0,0,0,0.01788336845426579,1648
104,111,117,115,101,0,0,0,0,0,0,0,0.017879537987258644,1648
99,111,109,109,111,110,101,114,114,111,114,115,0.01787285287570033,1648
101,114,114,111,114,99,114,101,100,105,116,99,0.01789059622023077,1648
105,110,116,101,114,110,97,108,0,0,0,0,0.01788531343168298,1648
97,112,112,108,105,99,97,116,105,111,110,0,0.017879114304424303,1648
101,114,114,111,114,109,101,115,115,97,103,101,0.017962868779312798,1648
101,120,112,105,114,97,116,105,111,110,0,0,0.01795672238625532,1648
100,97,116,101,0,0,0,0,0,0,0,0,0.017953747949344907,1648
99,111,109,109,111,110,101,114,114,111,114,115,0.017947043319748744,1648
101,114,114,111,114,99,114,101,100,105,116,99,0.017965989989768748,1648
105,110,116,101,114,110,97,108,0,0,0,0,0.017960720991195854,1648
97,112,112,108,105,99,97,116,105,111,110,0,0.01795453260420001,1648
101,114,114,111,114,109,101,115,115,97,103,101,0.01797886776830503,1648
101,120,99,101,112,116,105,111,110,105,110,118,0.017973677449813267,1648
99,114,101,100,105,116,0,0,0,0,0,0,0.017969479694530794,1648
99,97,114,100,0,0,0,0,0,0,0,0,0.017966558126786762,1648
110,117,109,98,101,114,0,0,0,0,0,0,0.017962252823966372,1648
99,111,109,109,111,110,101,114,114,111,114,115,0.017955594317780654,1648
101,114,114,111,114,99,114,101,100,105,116,99,0.017972857867147474,1648
105,110,116,101,114,110,97,108,0,0,0,0,0.01796762864896822,1648
97,112,112,108,105,99,97,116,105,111,110,0,0.017961486451275557,1648
101,114,114,111,114,109,101,115,115,97,103,101,0.018017178403613224,1648
112,97,121,109,101,110,116,0,0,0,0,0,0.01801230501325626,1648
100,101,116,97,105,108,115,0,0,0,0,0,0.018007625085863628,1648
99,114,101,100,105,116,99,97,114,100,0,0,0.018001921229586937,1648
110,117,109,98,101,114,0,0,0,0,0,0,0.01799764136113338,1648
111,107,0,0,0,0,0,0,0,0,0,0,0.017995973463019656,1648
101,120,112,105,114,121,0,0,0,0,0,0,0.017991507126769824,1648
100,97,116,101,0,0,0,0,0,0,0,0,0.017988576566536206,1648
112,97,115,116,0,0,0,0,0,0,0,0,0.017985441606933054,1648
101,116,99,0,0,0,0,0,0,0,0,0,0.01798311611973005,1648
99,111,109,109,111,110,101,114,114,111,114,115,0.01797649822292718,1648
101,114,114,111,114,99,114,101,100,105,116,99,0.017977118439794017,1648
97,112,112,108,105,99,97,116,105,111,110,0,0.01797102134895542,1648
101,114,114,111,114,109,101,115,115,97,103,101,0.017994928405909345,1648
101,120,99,101,112,116,105,111,110,116,104,101,0.01798848922874513,1648
99,114,101,100,105,116,0,0,0,0,0,0,0.017984352626607608,1648
99,97,114,100,0,0,0,0,0,0,0,0,0.017981473808483226,1648
110,117,109,98,101,114,0,0,0,0,0,0,0.017977231181810088,1648
118,97,108,105,100,99,111,109,109,111,110,101,0.01797275923284308,1648
101,114,114,111,114,109,105,115,109,97,116,99,0.01797499761676855,1648
101,114,114,111,114,112,104,111,110,101,99,97,0.01797818727047524,1648
101,114,114,111,114,112,111,115,116,97,108,99,0.017979856406055143,1648
101,114,114,111,114,112,114,111,118,105,110,99,0.01797952995678431,1648
101,114,114,111,114,115,114,101,115,105,110,102,0.017980769105968932,1648
101,114,114,111,114,115,114,101,115,105,110,102,0.017986064620012114,1648
101,114,114,111,114,115,114,101,115,105,110,102,0.01799131917345009,1648
101,114,114,111,114,115,115,117,112,112,108,105,0.01798432498829178,1648
109,115,116,101,114,114,116,114,97,118,99,99,0.017980374386000246,1648
109,121,115,116,105,113,117,101,98,111,111,107,0.017973547954277653,1648
114,101,109,111,118,101,0,0,0,0,0,0,0.01804858482008122,3296
99,97,114,100,0,0,0,0,0,0,0,0,0.01804573926110856,3296
117,115,101,114,0,0,0,0,0,0,0,0,0.018042607799124224,3296
99,114,101,100,105,116,0,0,0,0,0,0,0.018038523110343093,3296
99,97,114,100,0,0,0,0,0,0,0,0,0.018035681147267748,3296
100,101,99,108,105,110,101,0,0,0,0,0,0.018031245974010356,3296
99,114,101,100,105,116,0,0,0,0,0,0,0.018027167484882506,3296
99,97,114,100,0,0,0,0,0,0,0,0,0.018024329678301386,3296
116,114,97,110,115,97,99,116,105,111,110,0,0.018018195040017504,3296
100,101,99,108,105,110,101,100,0,0,0,0,0.01801338863539964,3296
99,99,0,0,0,0,0,0,0,0,0,0,0.018011914865149404,3296
99,108,101,97,114,105,110,103,0,0,0,0,0.01800701243272857,3296
104,111,117,115,101,0,0,0,0,0,0,0,0.018003340387834715,3296
99,114,101,100,105,116,0,0,0,0,0,0,0.017999277603081884,3296
99,97,114,100,0,0,0,0,0,0,0,0,0.017996450338365947,3296
116,114,97,110,115,97,99,116,105,111,110,0,0.017990342098491242,3296
100,101,99,108,105,110,101,100,0,0,0,0,0.017985555067133327,3296
99,114,101,100,105,116,0,0,0,0,0,0,0.017981502433079614,3296
99,97,114,100,0,0,0,0,0,0,0,0,0.017978681986475377,3296
99,108,101,97,114,105,110,103,0,0,0,0,0.01797380295893898,3296
104,111,117,115,101,0,0,0,0,0,0,0,0.017970147313672982,3296
101,120,99,101,112,116,105,111,110,99,114,101,0.0179636175786556,3296
99,97,114,100,0,0,0,0,0,0,0,0,0.017960804367449873,3296
116,114,97,110,115,97,99,116,105,111,110,0,0.01795473109927962,3296
100,101,99,108,105,110,101,100,0,0,0,0,0.017949969800899357,3296
99,99,0,0,0,0,0,0,0,0,0,0,0.017948508375861028,3296
99,108,101,97,114,105,110,103,0,0,0,0,0.017943651816265754,3296
104,111,117,115,101,0,0,0,0,0,0,0,0.017940011977641734,3296
99,111,109,109,111,110,101,114,114,111,114,115,0.017933626810081055,3296
101,120,99,101,112,116,105,111,110,99,114,101,0.017927143885290375,3296
99,97,114,100,0,0,0,0,0,0,0,0,0.01792434641914332,3296
116,114,97,110,115,97,99,116,105,111,110,0,0.017918311849143966,3296
114,101,102,101,114,114,97,108,99,97,108,108,0.017912335451391356,3296
99,99,0,0,0,0,0,0,0,0,0,0,0.017910882334552968,3296
99,108,101,97,114,105,110,103,0,0,0,0,0.01790605623599117,3296
104,111,117,115,101,0,0,0,0,0,0,0,0.01790243794620162,3296
99,111,109,109,111,110,101,114,114,111,114,115,0.01789611049205724,3296
104,111,108,100,99,97,114,100,0,0,0,0,0.017891327391102618,3296
105,110,116,101,114,110,97,108,0,0,0,0,0.017886335147007777,3296
97,112,112,108,105,99,97,116,105,111,110,0,0.017880476597246318,3296
101,114,114,111,114,109,101,115,115,97,103,101,0.01793699142291621,3296
99,97,114,100,0,0,0,0,0,0,0,0,0.017934211472186396,3296
101,114,114,111,114,0,0,0,0,0,0,0,0.01793056069914484,3296
115,116,97,116,117,115,0,0,0,0,0,0,0.017926262002975386,3296
114,101,102,117,115,101,100,0,0,0,0,0,0.017921734978853573,3296
99,111,109,109,111,110,101,114,114,111,114,115,0.017915427417496188,3296
109,101,115,115,97,103,101,114,101,102,101,114,0.017930450909250238,3296
101,120,99,101,112,116,105,111,110,99,114,101,0.017924043896676258,3296
99,97,114,100,0,0,0,0,0,0,0,0,0.017921278788225747,3296
101,114,114,111,114,0,0,0,0,0,0,0,0.01791764758364062,3296
115,116,97,116,117,115,0,0,0,0,0,0,0.01791337204556948,3296
112,97,121,109,101,110,116,102,97,105,108,117,0.017906973028518763,3296
112,97,121,109,101,110,116,0,0,0,0,0,0.017902355062564886,3296
102,97,105,108,117,114,101,0,0,0,0,0,0.017897905519367832,3296
104,97,112,112,101,110,101,100,0,0,0,0,0.017893142006736643,3296
112,97,121,109,101,110,116,0,0,0,0,0,0.01788853304062983,3296
102,97,105,108,117,114,101,0,0,0,0,0,0.017884092197995066,3296
104,97,112,112,101,110,101,100,0,0,0,0,0.017879338228444293,3296
112,97,121,109,101,110,116,102,97,105,108,117,0.01787297741142211,3296
99,111,109,111,114,98,105,116,122,116,98,115,0.017877858804989582,3296
98,97,100,0,0,0,0,0,0,0,0,0,0.017875814271056556,3296
97,117,116,104,0,0,0,0,0,0,0,0,0.01787289361789399,3296
99,97,117,115,105,110,103,0,0,0,0,0,0.017868457091356264,3296
99,114,101,100,105,116,97,117,116,104,114,101,0.017862197962811528,3296
104,111,110,111,114,0,0,0,0,0,0,0,0.01785863503636821,3296
112,97,121,109,101,110,116,0,0,0,0,0,0.017854059768347513,3296
102,97,105,108,117,114,101,0,0,0,0,0,0.017849651459658878,3296
104,97,112,112,101,110,101,100,0,0,0,0,0.017844932878073143,3296
112,97,121,109,101,110,116,102,97,105,108,117,0.01783862496458127,3296
99,111,109,111,114,98,105,116,122,116,98,115,0.017843538681835018,3296
98,97,100,0,0,0,0,0,0,0,0,0,0.017841508383891067,3296
97,117,116,104,0,0,0,0,0,0,0,0,0.01783860824076735,3296
99,97,117,115,105,110,103,0,0,0,0,0,0.017834204092373185,3296
99,114,101,100,105,116,97,117,116,104,114,101,0.017829391459798546,3296
99,97,114,100,0,0,0,0,0,0,0,0,0.01782667585446298,3296
112,97,121,109,101,110,116,0,0,0,0,0,0.01782213390260684,3296
102,97,105,108,117,114,101,0,0,0,0,0,0.0178177577531566,3296
104,97,112,112,101,110,101,100,0,0,0,0,0.01781307411011115,3296
112,97,121,109,101,110,116,102,97,105,108,117,0.0178068180308375,3296
99,111,109,111,114,98,105,116,122,116,98,115,0.01781175878555446,3296
98,97,100,0,0,0,0,0,0,0,0,0,0.017809742610107013,3296
97,117,116,104,0,0,0,0,0,0,0,0,0.01780686279994447,3296
99,97,117,115,105,110,103,0,0,0,0,0,0.017802490657239052,3296
99,114,101,100,105,116,97,117,116,104,114,101,0.01779773497202857,3296
97,99,99,111,117,110,116,0,0,0,0,0,0.01779334942119684,3296
98,97,108,97,110,99,101,0,0,0,0,0,0.01778925352368403,3296
112,97,121,109,101,110,116,0,0,0,0,0,0.01778474823856093,3296
102,97,105,108,117,114,101,0,0,0,0,0,0.01778040748742541,3296
104,97,112,112,101,110,101,100,0,0,0,0,0.017775762333691433,3296
112,97,121,109,101,110,116,102,97,105,108,117,0.01776956365543356,3296
99,111,109,111,114,98,105,116,122,116,98,115,0.017774537853927214,3296
98,97,100,0,0,0,0,0,0,0,0,0,0.017772537186692968,3296
97,117,116,104,0,0,0,0,0,0,0,0,0.017769679714833155,3296
99,97,117,115,105,110,103,0,0,0,0,0,0.017765342804111052,3296
99,114,101,100,105,116,97,117,116,104,114,101,0.017761165342638163,3296
99,97,108,108,0,0,0,0,0,0,0,0,0.01775847510285509,3296
108,111,99,97,108,0,0,0,0,0,0,0,0.017755188857589418,3296
98,97,0,0,0,0,0,0,0,0,0,0,0.017753818028036446,3296
110,117,109,98,101,114,0,0,0,0,0,0,0.017749881245411755,3296
114,101,102,101,114,114,101,100,0,0,0,0,0.017745196790569708,3296
114,101,115,101,114,118,97,116,105,111,110,0,0.01773936998620114,3296
99,97,110,0,0,0,0,0,0,0,0,0,0.017737299904677383,3296
112,114,111,99,101,115,115,101,100,0,0,0,0.017732170257367317,3296
99,114,101,100,105,116,0,0,0,0,0,0,0.017728347573726835,3296
99,97,114,100,0,0,0,0,0,0,0,0,0.017725683774841915,3296
100,101,99,108,105,110,101,100,0,0,0,0,0.017721183398538256,3296
99,99,0,0,0,0,0,0,0,0,0,0,0.017719796870992562,3296
