ByteRange0,ByteRange1,ByteRange2,ByteRange3,ByteRange4,ByteRange5,ByteRange6,ByteRange7,ByteRange8,ByteRange9,ByteRange10,ByteRange11,AggregateByteValue,Label
112,114,105,111,114,0,0,0,0,0,0,0,0.011906369802860133,103
116,111,100,97,121,115,0,0,0,0,0,0,0.0118975238882351,103
100,97,116,101,0,0,0,0,0,0,0,0,0.01189132087216227,103
99,111,114,114,101,99,116,0,0,0,0,0,0.011882000388599101,103
105,110,102,111,114,109,97,116,105,111,110,0,0.011871572225703458,103
116,114,121,0,0,0,0,0,0,0,0,0,0.011865940165013697,103
116,105,109,101,115,116,97,114,116,0,0,0,0.011855434782608696,103
116,105,109,101,101,110,100,0,0,0,0,0,0.011846411498909781,103
118,97,108,105,100,0,0,0,0,0,0,0,0.011839047661509653,103
100,97,116,101,0,0,0,0,0,0,0,0,0.011832926372823356,103
121,109,100,0,0,0,0,0,0,0,0,0,0.01182770845024005,103
121,109,100,0,0,0,0,0,0,0,0,0,0.011822495637619742,103
97,103,101,110,116,97,116,116,101,110,116,105,0.013139670709879148,206
114,101,115,101,114,118,97,116,105,111,110,0,0.013126896276536789,206
114,101,113,117,105,114,101,115,0,0,0,0,0.01311521913997063,206
97,103,101,110,116,0,0,0,0,0,0,0,0.01310694302290941,206
99,111,110,102,105,114,109,0,0,0,0,0,0.013096483267826734,206
97,103,101,110,116,0,0,0,0,0,0,0,0.013088237242378254,206
119,97,105,116,105,110,103,0,0,0,0,0,0.013077721609071688,206
115,117,112,112,108,105,101,114,0,0,0,0,0.013066090240800732,206
99,111,110,102,105,114,109,97,116,105,111,110,0.013053980333212659,206
110,117,109,98,101,114,0,0,0,0,0,0,0.013044430061676692,206
97,108,114,101,97,100,121,98,111,111,107,101,0.013033208530985762,206
97,100,100,105,116,105,111,110,97,108,0,0,0.013021795307668848,206
97,103,101,110,116,0,0,0,0,0,0,0,0.013013685048508585,206
97,116,116,101,110,116,105,111,110,0,0,0,0.013001892726107975,206
114,101,113,117,105,114,101,100,0,0,0,0,0.012990831824692274,206
114,101,115,101,114,118,97,116,105,111,110,0,0.012978544273755385,206
97,103,101,110,116,0,0,0,0,0,0,0,0.01297050914228193,206
119,97,105,116,105,110,103,0,0,0,0,0,0.012960276098286122,206
115,117,112,112,108,105,101,114,0,0,0,0,0.012948964870570838,206
99,111,110,102,105,114,109,97,116,105,111,110,0.01293724958908779,206
110,117,109,98,101,114,0,0,0,0,0,0,0.012927947752633076,206
97,108,116,101,114,110,97,116,101,0,0,0,0.012916807762860407,206
112,104,111,110,101,0,0,0,0,0,0,0,0.012908673609701243,206
109,117,115,116,0,0,0,0,0,0,0,0,0.012901307402088736,206
110,117,109,101,114,105,99,0,0,0,0,0,0.012891230823850366,206
105,110,99,108,117,100,101,0,0,0,0,0,0.012881453520010452,206
97,114,101,97,0,0,0,0,0,0,0,0,0.012875012556143902,206
99,111,100,101,0,0,0,0,0,0,0,0,0.012868542237634468,206
100,97,116,97,0,0,0,0,0,0,0,0,0.012862097977471404,206
114,101,113,117,101,115,116,0,0,0,0,0,0.012851698288253721,206
118,97,108,105,100,97,116,101,100,0,0,0,0.012841080339142993,206
118,97,108,105,100,0,0,0,0,0,0,0,0.012833250945083707,206
102,105,114,115,116,0,0,0,0,0,0,0,0.012824993932818456,206
108,97,115,116,0,0,0,0,0,0,0,0,0.012818129160567591,206
110,97,109,101,0,0,0,0,0,0,0,0,0.012811619991929769,206
111,110,101,0,0,0,0,0,0,0,0,0,0.012806296452010575,206
97,100,117,108,116,0,0,0,0,0,0,0,0.012798336093693704,206
103,117,101,115,116,0,0,0,0,0,0,0,0.012790133118939033,206
109,117,115,116,0,0,0,0,0,0,0,0,0.012782930325421068,206
115,112,101,99,105,102,105,101,100,0,0,0,0.012772512184869177,206
114,111,111,109,0,0,0,0,0,0,0,0,0.012765552507319786,206
100,97,116,97,0,0,0,0,0,0,0,0,0.012759235014687799,206
114,101,113,117,101,115,116,0,0,0,0,0,0.012749056368520681,206
118,97,108,105,100,97,116,101,100,0,0,0,0.01273868514813379,206
108,97,115,116,0,0,0,0,0,0,0,0,0.012731934125419637,206
110,97,109,101,0,0,0,0,0,0,0,0,0.012725533120683344,206
99,111,110,116,97,105,110,115,0,0,0,0,0.012715169343432491,206
105,110,118,97,108,105,100,0,0,0,0,0,0.012705697385026474,206
105,110,115,117,102,102,105,99,105,101,110,116,0.012694757851118694,206
100,97,116,97,0,0,0,0,0,0,0,0,0.012688533399354607,206
100,97,116,97,0,0,0,0,0,0,0,0,0.012682316123336127,206
114,101,113,117,101,115,116,0,0,0,0,0,0.012672311250735532,206
118,97,108,105,100,97,116,101,100,0,0,0,0.012662132842270316,206
115,112,101,99,105,102,105,101,100,0,0,0,0.012652016735042041,206
101,109,97,105,108,0,0,0,0,0,0,0,0.012644627983501081,206
97,100,100,114,101,115,115,0,0,0,0,0,0.012635326818723933,206
114,101,115,111,108,118,101,100,0,0,0,0,0.012625094088517919,206
112,108,101,97,115,101,0,0,0,0,0,0,0.012616646784286643,206
116,114,121,0,0,0,0,0,0,0,0,0,0.01261101488565906,206
100,97,116,97,0,0,0,0,0,0,0,0,0.012604895494762196,206
114,101,113,117,101,115,116,0,0,0,0,0,0.012595060514888208,206
118,97,108,105,100,97,116,101,100,0,0,0,0.01258507080833432,206
102,105,114,115,116,0,0,0,0,0,0,0,0.012577225052692126,206
110,97,109,101,0,0,0,0,0,0,0,0,0.0125710254886387,206
99,111,110,116,97,105,110,115,0,0,0,0,0.01256102753433644,206
105,110,118,97,108,105,100,0,0,0,0,0,0.012551879407567508,206
105,110,115,117,102,102,105,99,105,101,110,116,0.012541404066346082,206
100,97,116,97,0,0,0,0,0,0,0,0,0.012535374799403429,206
100,97,116,101,0,0,0,0,0,0,0,0,0.01252928312802795,206
102,111,114,109,97,116,0,0,0,0,0,0,0.01252075138365561,206
101,120,105,115,116,0,0,0,0,0,0,0,0.012512926035082687,206
100,117,112,108,105,99,97,116,101,0,0,0,0.012502913054616675,206
114,101,115,101,114,118,97,116,105,111,110,0,0.012492079687147644,206
114,101,113,117,101,115,116,0,0,0,0,0,0.012482497070826255,206
101,114,114,111,114,0,0,0,0,0,0,0,0.01247478982946162,206
117,110,109,97,114,115,104,97,108,105,110,103,0.012464513936843028,206
114,101,113,117,101,115,116,0,0,0,0,0,0.012454994997543255,206
117,115,105,110,103,0,0,0,0,0,0,0,0.012447404303389949,206
102,97,115,116,0,0,0,0,0,0,0,0,0.01244115464154255,206
105,110,102,111,0,0,0,0,0,0,0,0,0.012434946294578642,206
115,101,116,0,0,0,0,0,0,0,0,0,0.012429841844613666,206
99,111,109,0,0,0,0,0,0,0,0,0,0.012424962467585643,206
101,120,112,101,100,105,97,0,0,0,0,0,0.012416216275176022,206
101,101,115,108,101,103,97,99,121,0,0,0,0.012406594932882343,206
98,111,111,107,105,110,103,0,0,0,0,0,0.012397735357292005,206
115,101,114,118,105,99,101,108,101,103,97,99,0.01238823965491257,206
98,111,111,107,105,110,103,0,0,0,0,0,0.012379424187593422,206
101,120,99,101,112,116,105,111,110,115,116,110,0.012381328932125976,206
115,117,112,112,108,105,101,114,0,0,0,0,0.012371466258753768,206
101,114,114,111,114,0,0,0,0,0,0,0,0.012363973638589652,206
99,111,100,101,0,0,0,0,0,0,0,0,0.012358173576072681,206
99,111,109,0,0,0,0,0,0,0,0,0,0.012353385941385376,206
101,120,112,101,100,105,97,0,0,0,0,0,0.012344819786158898,206
101,101,115,108,101,103,97,99,121,0,0,0,0.012335409139013539,206
98,111,111,107,105,110,103,0,0,0,0,0,0.012326731077174392,206
115,101,114,118,105,99,101,0,0,0,0,0,0.01231793811942642,206
108,101,103,97,99,121,0,0,0,0,0,0,0.012310163668886286,206
98,111,111,107,105,110,103,0,0,0,0,0,0.012301535526892149,206
101,120,99,101,112,116,105,111,110,115,0,0,0.012291425063101167,206
115,117,112,112,108,105,101,114,0,0,0,0,0.01228177150621315,206
101,114,114,111,114,0,0,0,0,0,0,0,0.01227442336729204,206
99,111,100,101,0,0,0,0,0,0,0,0,0.012268732870954743,206
116,110,111,119,101,114,114,111,114,97,116,116,0.012258496679366796,206
102,97,105,108,117,114,101,0,0,0,0,0,0.01224999501100904,206
118,97,108,105,100,97,116,101,0,0,0,0,0.012241125213788227,206
98,111,111,107,105,110,103,0,0,0,0,0,0.012232642364605266,206
102,105,110,97,108,0,0,0,0,0,0,0,0.012225895638422636,206
114,101,115,101,114,118,97,116,105,111,110,0,0.012215901113427624,206
112,114,105,99,101,0,0,0,0,0,0,0,0.01220903590616508,206
99,104,101,99,107,0,0,0,0,0,0,0,0.012202519288842565,206
102,97,105,108,101,100,0,0,0,0,0,0,0.012195210277285823,206
98,111,111,107,105,110,103,0,0,0,0,0,0.012186818772982645,206
113,117,111,116,101,107,101,121,0,0,0,0,0.012177363198514478,206
102,105,110,97,108,0,0,0,0,0,0,0,0.012170699048728606,206
114,101,115,101,114,118,97,116,105,111,110,0,0.012160857711296148,206
112,114,105,99,101,0,0,0,0,0,0,0,0.01215407616234959,206
99,104,101,99,107,0,0,0,0,0,0,0,0.012147639277440583,206
102,97,105,108,101,100,0,0,0,0,0,0,0.012140422514869425,206
98,111,111,107,105,110,103,0,0,0,0,0,0.012132139695031971,206
114,97,116,101,0,0,0,0,0,0,0,0,0.012126355035310558,206
114,101,113,117,101,115,116,101,100,0,0,0,0.012116954991024916,206
117,115,100,0,0,0,0,0,0,0,0,0,0.012112200682359808,206
110,101,119,0,0,0,0,0,0,0,0,0,0.012107482179835514,206
114,97,116,101,0,0,0,0,0,0,0,0,0.012101726957879172,206
117,115,100,0,0,0,0,0,0,0,0,0,0.012096986028544058,206
112,108,101,97,115,101,0,0,0,0,0,0,0.012089517743331807,206
116,114,121,0,0,0,0,0,0,0,0,0,0.012084488402324234,206
110,101,119,0,0,0,0,0,0,0,0,0,0.012079794603649231,206
114,97,116,101,0,0,0,0,0,0,0,0,0.012074070403913704,206
104,111,109,101,0,0,0,0,0,0,0,0,0.01206839977012423,206
112,104,111,110,101,0,0,0,0,0,0,0,0.012061637511736417,206
109,117,115,116,0,0,0,0,0,0,0,0,0.012055478769232372,206
110,117,109,101,114,105,99,0,0,0,0,0,0.012047194134603008,206
105,110,99,108,117,100,101,0,0,0,0,0,0.012039160315953139,206
97,114,101,97,0,0,0,0,0,0,0,0,0.012033780362729953,206
99,111,100,101,0,0,0,0,0,0,0,0,0.012028374904791996,206
104,111,116,101,108,0,0,0,0,0,0,0,0.012021638414929054,206
98,111,111,107,105,110,103,0,0,0,0,0,0.012013573136640733,206
101,114,114,111,114,0,0,0,0,0,0,0,0.012006640604773987,206
98,111,111,107,101,100,0,0,0,0,0,0,0.0119994102034798,206
114,97,116,101,0,0,0,0,0,0,0,0,0.011993779538144927,206
101,120,99,101,101,100,115,0,0,0,0,0,0.011985889427143804,206
113,117,111,116,101,100,0,0,0,0,0,0,0.011978228862757446,206
114,97,116,101,0,0,0,0,0,0,0,0,0.011972623126932069,206
98,111,111,107,105,110,103,0,0,0,0,0,0.011964648312684244,206
101,114,114,111,114,0,0,0,0,0,0,0,0.011957787969069059,206
112,114,111,112,101,114,116,121,0,0,0,0,0.01194861361704426,206
101,114,114,111,114,0,0,0,0,0,0,0,0.011941777516760843,206
98,111,111,107,105,110,103,0,0,0,0,0,0.011933860402774176,206
101,114,114,111,114,0,0,0,0,0,0,0,0.011927046181163175,206
104,111,116,101,108,0,0,0,0,0,0,0,0.011920455594416353,206
98,111,111,107,105,110,103,0,0,0,0,0,0.011912577474873101,206
101,114,114,111,114,0,0,0,0,0,0,0,0.011905794383910732,206
98,111,111,107,105,110,103,0,0,0,0,0,0.011897943317187446,206
101,114,114,111,114,0,0,0,0,0,0,0,0.011891181844899628,206
104,111,116,101,108,0,0,0,0,0,0,0,0.011884642396536974,206
98,111,111,107,105,110,103,0,0,0,0,0,0.011876829851698295,206
101,114,114,111,114,0,0,0,0,0,0,0,0.011870099142178578,206
114,97,116,101,0,0,0,0,0,0,0,0,0.011864619924393872,206
97,118,97,105,108,97,98,108,101,0,0,0,0.011856548729552323,206
104,111,116,101,108,0,0,0,0,0,0,0,0.011850059644473158,206
98,111,111,107,105,110,103,0,0,0,0,0,0.011842311557661253,206
101,114,114,111,114,0,0,0,0,0,0,0,0.01183563243929535,206
100,111,117,98,108,101,0,0,0,0,0,0,0.011828571791033415,206
98,111,111,107,0,0,0,0,0,0,0,0,0.011823156714894503,206
104,111,116,101,108,0,0,0,0,0,0,0,0.01181671432933744,206
98,111,111,107,105,110,103,0,0,0,0,0,0.01180902614269873,206
101,114,114,111,114,0,0,0,0,0,0,0,0.011802394861143088,206
116,114,121,0,0,0,0,0,0,0,0,0,0.011797649950624434,206
104,111,116,101,108,98,111,111,107,0,0,0,0.0117891529139578,206
105,110,118,97,108,105,100,0,0,0,0,0,0.011781545748290092,206
105,110,105,116,105,97,108,115,0,0,0,0,0.011773348726066486,206
109,117,115,116,0,0,0,0,0,0,0,0,0.011767554052437004,206
97,108,112,104,97,0,0,0,0,0,0,0,0.011761517478723553,206
110,117,109,101,114,105,99,0,0,0,0,0,0.011753783429622047,206
99,104,97,114,97,99,116,101,114,115,0,0,0.011745542139622273,206
109,97,121,0,0,0,0,0,0,0,0,0,0.011741210026601855,206
99,111,110,116,97,105,110,0,0,0,0,0,0.011733618960779322,206
115,112,101,99,105,97,108,0,0,0,0,0,0.011726203752665887,206
99,104,97,114,97,99,116,101,114,115,0,0,0.011718028486976631,206
104,111,116,101,108,114,111,111,109,0,0,0,0.011709451597138812,206
117,110,97,118,97,105,108,97,98,108,101,0,0.011701481323393777,206
104,111,116,101,108,105,100,0,0,0,0,0,0.011694015371801076,206
114,97,116,101,99,111,100,101,0,0,0,0,0.011686328436886153,206
114,111,111,109,99,111,100,101,0,0,0,0,0.011678410517579693,206
114,97,116,101,97,99,99,101,115,115,99,111,0.01167185411874587,206
104,111,115,116,99,111,100,101,0,0,0,0,0.01166395990099317,206
103,117,101,115,116,99,111,117,110,116,0,0,0.011655239062829106,206
105,116,105,110,101,114,97,114,121,97,108,114,0.011658515131711428,206
105,110,102,111,114,109,97,116,105,111,110,0,0.011650220995770056,206
114,101,113,117,105,114,101,100,0,0,0,0,0.0116422883647109,206
112,114,111,99,101,115,115,105,110,103,0,0,0.011633942448858538,206
114,101,113,117,101,115,116,0,0,0,0,0,0.011626185183728068,206
99,114,101,97,116,101,100,0,0,0,0,0,0.011619142026080206,206
114,101,113,117,101,115,116,101,100,0,0,0,0.011610942211949228,206
105,116,105,110,101,114,97,114,121,0,0,0,0.011602690962116989,206
99,114,101,97,116,101,100,0,0,0,0,0,0.011595691931737907,206
105,110,118,97,108,105,100,0,0,0,0,0,0.011588492739157664,206
99,111,117,110,116,114,121,99,111,100,101,0,0.011580254905433381,206
105,110,118,97,108,105,100,0,0,0,0,0,0.011573086769870575,206
110,117,109,98,101,114,0,0,0,0,0,0,0.01156630619404068,206
97,114,103,117,109,101,110,116,115,0,0,0,0.01155817315362516,206
105,110,118,97,108,105,100,0,0,0,0,0,0.01155104568705801,206
114,111,111,109,0,0,0,0,0,0,0,0,0.011545743204705843,206
103,117,101,115,116,0,0,0,0,0,0,0,0.011539577735404673,206
99,111,117,110,116,0,0,0,0,0,0,0,0.011533406525609606,206
112,108,101,97,115,101,0,0,0,0,0,0,0.01152689931022431,206
112,114,111,118,105,100,101,0,0,0,0,0,0.011519573907276578,206
103,117,101,115,116,0,0,0,0,0,0,0,0.011513444615550513,206
110,97,109,101,0,0,0,0,0,0,0,0,0.01150857506848187,206
114,111,111,109,0,0,0,0,0,0,0,0,0.011503320580336016,206
108,97,115,116,0,0,0,0,0,0,0,0,0.011498196932910905,206
110,97,109,101,0,0,0,0,0,0,0,0,0.011493342715920412,206
109,117,115,116,0,0,0,0,0,0,0,0,0.011487938070453802,206
108,101,97,115,116,0,0,0,0,0,0,0,0.011482058020090379,206
116,119,111,0,0,0,0,0,0,0,0,0,0.011477733086754772,206
99,104,97,114,97,99,116,101,114,115,0,0,0.01147017336580426,206
114,111,111,109,0,0,0,0,0,0,0,0,0.011464962857194498,206
105,110,118,97,108,105,100,108,97,115,116,110,0.011459372869064498,206
109,105,115,115,105,110,103,0,0,0,0,0,0.011452161155788496,206
99,111,110,102,105,114,109,97,116,105,111,110,0.011444744898938519,206
110,117,109,98,101,114,0,0,0,0,0,0,0.011438178568474504,206
109,105,115,115,105,110,103,0,0,0,0,0,0.011431009517787017,206
105,110,118,101,110,116,111,114,121,0,0,0,0.011422851804313317,206
115,111,117,114,99,101,0,0,0,0,0,0,0.011416212262109952,206
99,111,100,101,0,0,0,0,0,0,0,0,0.011411538558032681,206
109,105,115,115,105,110,103,0,0,0,0,0,0.011404418004795901,206
114,111,111,109,0,0,0,0,0,0,0,0,0.011399294238908956,206
116,121,112,101,0,0,0,0,0,0,0,0,0.011394107982172282,206
114,97,116,101,0,0,0,0,0,0,0,0,0.011389225881337875,206
112,108,97,110,0,0,0,0,0,0,0,0,0.011384362318339966,206
99,111,100,101,0,0,0,0,0,0,0,0,0.011379720462879186,206
109,117,108,116,105,112,108,101,0,0,0,0,0.011372193864201817,206
98,111,111,107,105,110,103,0,0,0,0,0,0.011365370653567512,206
112,114,111,103,114,101,115,115,0,0,0,0,0.011357752122934339,206
112,108,101,97,115,101,0,0,0,0,0,0,0.011351524137113036,206
114,101,116,114,121,0,0,0,0,0,0,0,0.011345449502528252,206
97,118,97,105,108,97,98,105,108,116,121,0,0.011338200550165949,206
102,111,117,110,100,0,0,0,0,0,0,0,0.011332495836172308,206
114,101,115,101,114,118,97,116,105,111,110,0,0.01132485134269967,206
114,101,113,117,101,115,116,0,0,0,0,0,0.01131768857208608,206
112,108,101,97,115,101,0,0,0,0,0,0,0.0113115264466874,206
116,114,121,0,0,0,0,0,0,0,0,0,0.011307306032958485,206
99,111,114,114,101,99,116,0,0,0,0,0,0.011300480276624262,206
114,111,111,109,116,121,112,101,99,111,100,101,0.01129321495766698,206
110,97,116,105,118,101,0,0,0,0,0,0,0.01128692069885682,206
114,111,111,109,0,0,0,0,0,0,0,0,0.011281938056963542,206
114,97,116,101,0,0,0,0,0,0,0,0,0.011277185651234858,206
113,117,101,114,121,105,100,0,0,0,0,0,0.011270190491045409,206
114,101,113,114,97,116,101,112,108,97,110,105,0.011263747264597303,206
114,101,113,114,111,111,109,116,121,112,101,105,0.011256798600128345,206
115,117,112,112,108,105,101,114,114,97,116,101,0.011254474016591035,206
115,117,112,112,108,105,101,114,114,111,111,109,0.011251636249396407,206
115,117,112,112,108,105,101,114,114,97,116,101,0.011254951557695654,206
97,118,97,105,108,97,98,105,108,116,121,0,0.011247978030636601,206
102,111,117,110,100,0,0,0,0,0,0,0,0.011242449858724352,206
114,101,115,101,114,118,97,116,105,111,110,0,0.011235091273668361,206
114,101,113,117,101,115,116,0,0,0,0,0,0.011228159563000627,206
112,108,101,97,115,101,0,0,0,0,0,0,0.01122219233340222,206
116,114,121,0,0,0,0,0,0,0,0,0,0.011218096671298198,206
99,111,114,114,101,99,116,0,0,0,0,0,0.011211491586319495,206
114,111,111,109,116,121,112,101,99,111,100,101,0.01120451217153436,206
110,97,116,105,118,101,0,0,0,0,0,0,0.011198415611040104,206
114,111,111,109,0,0,0,0,0,0,0,0,0.011193582437597452,206
114,97,116,101,0,0,0,0,0,0,0,0,0.011188972812445408,206
111,110,101,0,0,0,0,0,0,0,0,0,0.011185281689655411,206
114,111,111,109,0,0,0,0,0,0,0,0,0.011180461859448758,206
116,105,109,101,0,0,0,0,0,0,0,0,0.011175826521688232,206
109,97,121,0,0,0,0,0,0,0,0,0,0.011172081240986703,206
114,101,115,101,114,118,101,100,0,0,0,0,0.011165189863987448,206
112,108,101,97,115,101,0,0,0,0,0,0,0.011159315884172634,206
114,101,115,117,98,109,105,116,0,0,0,0,0.011152308575952917,206
98,111,111,107,105,110,103,0,0,0,0,0,0.011145931337861119,206
114,101,113,117,101,115,116,0,0,0,0,0,0.011139157807210311,206
112,111,115,116,97,108,0,0,0,0,0,0,0.011133005319664957,206
99,111,100,101,0,0,0,0,0,0,0,0,0.011128675304645024,206
99,111,110,116,97,105,110,115,0,0,0,0,0.011121878337058114,206
105,110,118,97,108,105,100,0,0,0,0,0,0.011115577317239809,206
105,110,115,117,102,102,105,99,105,101,110,116,0.011109066990188599,206
100,97,116,97,0,0,0,0,0,0,0,0,0.011104777036403123,206
112,114,105,99,101,0,0,0,0,0,0,0,0.01109955612497558,206
99,104,97,110,103,101,0,0,0,0,0,0,0.01109403410961112,206
104,97,112,112,101,110,101,100,0,0,0,0,0.011087632203510913,206
103,105,118,101,110,0,0,0,0,0,0,0,0.011082357980816304,206
112,114,111,100,117,99,116,0,0,0,0,0,0.011075799521051647,206
117,115,100,0,0,0,0,0,0,0,0,0,0.011072078975277217,206
112,114,105,99,101,99,104,97,110,103,101,100,0.011066196333025153,206
99,111,109,111,114,98,105,116,122,116,98,115,0.011114270443613041,206
115,101,108,108,0,0,0,0,0,0,0,0,0.011109747772328172,206
114,97,116,101,0,0,0,0,0,0,0,0,0.01110527942804791,206
114,101,113,117,101,115,116,0,0,0,0,0,0.011098654255235511,206
108,101,115,115,0,0,0,0,0,0,0,0,0.011094060289559622,206
114,101,112,114,105,99,101,0,0,0,0,0,0.01108783945209843,206
115,101,108,108,0,0,0,0,0,0,0,0,0.01108334389038307,206
114,97,116,101,0,0,0,0,0,0,0,0,0.011078902339403436,206
117,115,100,0,0,0,0,0,0,0,0,0,0.011075219072987738,206
99,104,97,110,103,101,0,0,0,0,0,0,0.011069789881491415,206
114,97,116,101,0,0,0,0,0,0,0,0,0.011065361648994552,206
99,97,110,0,0,0,0,0,0,0,0,0,0.011062010743920892,206
112,114,111,99,101,115,115,0,0,0,0,0,0.011055580016404911,206
114,101,113,117,101,115,116,110,116,97,116,0,0.011048556474382583,206
99,111,109,111,114,98,105,116,122,116,98,115,0.01162680528554305,206
99,111,109,111,114,98,105,116,122,116,98,115,0.012129353103639275,206
112,114,105,99,101,0,0,0,0,0,0,0,0.01212375117690135,206
99,104,97,110,103,101,100,0,0,0,0,0,0.012117298106008638,206
112,114,111,112,101,114,116,121,0,0,0,0,0.012109381373881052,206
97,118,97,105,108,97,98,108,101,0,0,0,0.012102242101785683,206
98,111,111,107,105,110,103,0,0,0,0,0,0.012095416378468825,206
116,105,109,101,0,0,0,0,0,0,0,0,0.012090605002908667,206
114,97,116,101,0,0,0,0,0,0,0,0,0.012085837459265013,206
97,118,97,105,108,97,98,108,101,0,0,0,0.012078741488673422,206
114,101,115,101,114,118,97,116,105,111,110,0,0.01207076627021364,206
114,101,113,117,101,115,116,0,0,0,0,0,0.012063576001384203,206
100,117,112,108,105,99,97,116,101,100,0,0,0.012056147552050984,206
112,108,101,97,115,101,0,0,0,0,0,0,0.012050001673127095,206
99,111,114,114,101,99,116,0,0,0,0,0,0.012043146674317246,206
105,110,102,111,114,109,97,116,105,111,110,115,0.012035460565146027,206
99,111,110,116,97,99,116,0,0,0,0,0,0.01202871022453337,206
117,115,0,0,0,0,0,0,0,0,0,0,0.012025847599865726,206
114,101,115,101,114,118,97,116,105,111,110,0,0.012017998173319723,206
114,101,113,117,105,114,101,115,0,0,0,0,0.012010552531856193,206
97,103,101,110,116,0,0,0,0,0,0,0,0.01200515633700514,206
99,111,110,102,105,114,109,0,0,0,0,0,0.011998430543510073,206
114,101,115,101,114,118,97,116,105,111,110,0,0.011990644629762669,206
108,111,99,107,101,100,0,0,0,0,0,0,0.011984699909590375,206
114,111,111,109,0,0,0,0,0,0,0,0,0.01197983060272918,206
99,111,100,101,0,0,0,0,0,0,0,0,0.01197540115297742,206
105,110,118,97,108,105,100,0,0,0,0,0,0.011968813352217502,206
115,111,108,100,111,117,116,0,0,0,0,0,0.011961789176659424,206
114,111,111,109,0,0,0,0,0,0,0,0,0.011956943091789811,206
116,114,121,105,110,103,0,0,0,0,0,0,0.011950494922856844,206
98,111,111,107,0,0,0,0,0,0,0,0,0.011945889044092342,206
115,111,108,100,0,0,0,0,0,0,0,0,0.011941198333949247,206
112,108,101,97,115,101,0,0,0,0,0,0,0.011935216433008627,206
99,104,111,111,115,101,0,0,0,0,0,0,0.011929153789050287,206
97,110,111,116,104,101,114,0,0,0,0,0,0.011922509205485566,206
101,114,114,111,114,115,115,117,112,112,108,105,0.01192198832665851,206
104,111,116,101,108,0,0,0,0,0,0,0,0.011916545006494429,206
114,111,111,109,0,0,0,0,0,0,0,0,0.011911755517927508,206
116,121,112,101,0,0,0,0,0,0,0,0,0.011906907526717832,206
102,111,117,110,100,0,0,0,0,0,0,0,0.011901481084203145,206
104,111,116,101,108,0,0,0,0,0,0,0,0.011896060837691796,206
112,108,101,97,115,101,0,0,0,0,0,0,0.011890152615703201,206
115,101,108,101,99,116,0,0,0,0,0,0,0.011884177018059728,206
100,105,102,102,101,114,101,110,116,0,0,0,0.011877192575357088,206
114,111,111,109,0,0,0,0,0,0,0,0,0.011872442756219882,206
100,97,116,101,115,0,0,0,0,0,0,0,0.01186719490864645,206
104,111,116,101,108,0,0,0,0,0,0,0,0.01186181550126369,206
115,111,114,114,121,0,0,0,0,0,0,0,0.011856005472676087,206
97,118,97,105,108,97,98,105,108,105,116,121,0.011849135529980556,206
102,111,117,110,100,0,0,0,0,0,0,0,0.011843779871637306,206
114,101,115,101,114,118,97,116,105,111,110,0,0.011836345668029106,206
114,101,113,117,101,115,116,0,0,0,0,0,0.01182956678885792,206
118,101,114,105,102,121,0,0,0,0,0,0,0.011823418497218817,206
97,110,111,116,104,101,114,0,0,0,0,0,0.011816957178430013,206
99,104,111,105,99,101,0,0,0,0,0,0,0.011811345582959031,206
97,118,97,105,108,97,98,108,101,0,0,0,0.011804769622888171,206
115,101,108,101,99,116,105,111,110,115,0,0,0.011797555771743988,206
99,111,109,112,108,101,116,101,0,0,0,0,0.011790807712002369,206
112,117,114,99,104,97,115,101,0,0,0,0,0.011784047146691562,206
115,117,112,112,108,105,101,114,0,0,0,0,0.011776992167493224,206
114,101,97,100,121,0,0,0,0,0,0,0,0.011771813826217689,206
99,111,114,112,111,114,97,116,101,0,0,0,0.011764748679998337,206
110,117,109,98,101,114,0,0,0,0,0,0,0.011758843502439319,206
115,117,112,112,108,105,101,100,0,0,0,0,0.011752004640742022,206
105,110,118,97,108,105,100,0,0,0,0,0,0.011745781236066207,206
112,108,101,97,115,101,0,0,0,0,0,0,0.01174008513848475,206
99,111,114,114,101,99,116,0,0,0,0,0,0.01173374613003096,206
100,101,108,101,116,101,0,0,0,0,0,0,0.011728151060071586,206
105,110,102,111,114,109,97,116,105,111,110,0,0.011721116550759778,206
102,105,101,108,100,0,0,0,0,0,0,0,0.011716212014630675,206
99,111,114,112,111,114,97,116,101,0,0,0,0.01170925353789891,206
101,110,116,101,114,101,100,0,0,0,0,0,0.011703097788148535,206
99,111,110,116,97,105,110,101,100,0,0,0,0.01169647805350392,206
105,108,108,101,103,97,108,0,0,0,0,0,0.011690499227997942,206
99,104,97,114,97,99,116,101,114,115,0,0,0.011683820777415388,206
112,108,101,97,115,101,0,0,0,0,0,0,0.011678212887514259,206
99,111,114,114,101,99,116,0,0,0,0,0,0.01167197498008099,206
102,114,101,113,117,101,110,116,0,0,0,0,0.011665244178913396,206
103,117,101,115,116,0,0,0,0,0,0,0,0.011659975188902674,206
101,110,116,101,114,101,100,0,0,0,0,0,0.011653896628771464,206
99,111,110,116,97,105,110,101,100,0,0,0,0.011647367311388632,206
105,108,108,101,103,97,108,0,0,0,0,0,0.011641463624165467,206
99,104,97,114,97,99,116,101,114,115,0,0,0.011634881002974926,206
112,108,101,97,115,101,0,0,0,0,0,0,0.011629340814838863,206
